"",,,,,,,,,,,,,,Grand
Affiliate State Name,PA Nationality,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May Jun,,Jul,Aug,Sep,Total
"",Syria,,,,,,,,,,,,5 5
"",Ukraine,,3,,,,,,,,,,3
Tennessee,Total,,4,15,5,10,4,7,14,67,54,21,113 314
"",Afghanistan,,,,,,,,,2,8,,4 14
"",Burma,,,,,,,,,,,3,4 7
"",Dem. Rep. Con.,,4,6,1,9,,2,13,44,45,10,41 175
"",Eritrea,,,,,,1,,,,,,1
"",Ethiopia,,,,,1,,,,,,,1
"",Honduras,,,,,,,,,,,,6 6
"",Iran,,,,,,,,,,,,2 2
"",,,,,,,,,,,,,6 Grand6
Affiliate State Name,IPrAa nNationality,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep2 Total2
Tennessee,Iraq,,,8,,,3,,,,,,11
"",Morocco,,,,,,,,,9,,,9
"",Republic of Sou.,,,,,,,,,,,,8 8
"",Somalia,,,,1,,,,,1,,,1 3
"",Sudan,,,,,,,,,1,,7,32 40
"",Syria,,,,,,,5,,7,,1,9 22
"",Uganda,,,,,,,,1,3,1,,4 9
"",Ukraine,,,1,3,,,,,,,,2 6
Texas,Total,1,19,54,34,39,19,19,100,85,114,116,314 914
"",Afghanistan,,,3,13,2,1,1,5,8,5,21,16 75
"",Burma,,,10,,,6,,24,3,,6,36 85
"",Burundi,,,,,,,,2,1,1,6,10
"",Central African.,,,,,,3,,,,,,3
"",Colombia,,,,,,,,2,,,,2
"",Dem. Rep. Con.,,1,24,6,15,2,1,34,41,73,42,135 374
"",El Salvador,1,,3,5,5,,,,5,,1,10 30
"",Eritrea,,1,,1,,1,,,,4,3,15 25
"",Ethiopia,,,,,,,,,5,,,5
"",Guatemala,,,,,,,,,,,4,3 7
"",Honduras,,9,,,,,,,,,2,1 12
"",Iran,,4,5,,6,,3,9,6,7,4,9 53
"",Iraq,,2,2,6,4,2,12,5,8,1,6,17 65
"",Ivory Coast,,,,1,,,,,1,10,,2 14
"",Nepal,,,,,,1,,,,,,1 2
"",Pakistan,,,,,,1,,,,,4,5
"",Republic of Sou.,,,,,,,,,,,,1 1
"",Rwanda,,,,,,,,,,,,7 7
"",Somalia,,,,,,1,2,,,,,3
"",Sri Lanka (Ceyl.,,2,,,,,,,1,,,3
"",Sudan,,,,,,,,2,1,8,6,29 46
"",Syria,,,7,,7,1,,17,5,5,11,32 85
"",Uganda,,,,2,,,,,,,,2
Utah,Total,,,2,2,3,,1,15,42,21,23,75 184
"",Afghanistan,,,,1,,,,2,4,,,5 12
"",Bangladesh,,,,,,,,,,,3,3
"",Burma,,,,,,,,,,,1,6 7
"",Burundi,,,,,,,,,,,,7 7
"",Central African.,,,,,2,,,,,,,2
"",Dem. Rep. Con.,,,,,,,1,12,18,14,19,47 111
"",El Salvador,,,,,,,,,,,,1 1
"",Iraq,,,,1,1,,,,5,1,,4 12
"",Mali,,,,,,,,1,,,,1
"",Palestine,,,,,,,,,1,,,1
"",Republic of Sou.,,,,,,,,,,,,1 1
"",,,,,,,,,1,,,Grand1
Affiliate State Name,PRAep Nuabtlioc noaf lSitoyu. Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep1 Total1
Utah,Sierra Leone,,2,,,,,,,,,2
"",Somalia,,,,,,,,,,,3 3
"",Sudan,,,,,,,,5,,,5
"",Syria,,,,,,,,9,6,,15
"",Uganda,,,,,,,,,,,1 1
Vermont,Total,,10,16,,,,,5,7,2,7 47
"",Burma,,,,,,,,2,,,2
"",Burundi,,,,,,,,,2,1,3 6
"",Dem. Rep. Con.,,10,11,,,,,3,5,1,1 31
"",Iraq,,,5,,,,,,,,5
"",Nepal,,,,,,,,,,,3 3
Virginia,Total,12,22,4,,27,2,36,35,25,19,91 273
"",Afghanistan,,,1,,7,2,5,5,,,18 38
"",Burma,,4,,,,,,,,,8 12
"",Dem. Rep. Con.,9,,,,15,,29,21,24,8,31 137
"",El Salvador,,4,1,,,,,,,,5
"",Eritrea,,,,,1,,,1,,,2
"",Guatemala,,,,,,,,,,,2 2
"",Iran,,2,1,,1,,,3,,,7
"",Iraq,3,5,,,,,,,,,8 16
"",Ivory Coast,,,,,,,,,1,6,7
"",Pakistan,,7,1,,3,,,,,,11
"",Sudan,,,,,,,2,,,,5 7
"",Syria,,,,,,,,5,,5,17 27
"",Ukraine,,,,,,,,,,,2 2
Washington,Total,33,69,40,42,8,18,25,48,36,30,131 480
"",Afghanistan,,,,,,4,6,1,,2,8 21
"",Armenia,,,,,,,,,,,4 4
"",Burma,,,,,,,,,3,9,5 17
"",Burundi,,,,,,,,2,,,2
"",Dem. Rep. Con.,,,1,,,,8,11,13,,6 39
"",Ethiopia,,,,,,,4,2,,,6
"",Guatemala,,,,,,,,,,,2 2
"",Iran,,,3,,2,,,8,4,4,8 29
"",Iraq,,,3,6,1,,4,3,,10,7 34
"",Kazakhstan,9,,,,,,,,,,9
"",Moldova,3,5,6,,,,,,,,7 21
"",Pakistan,,2,,,,,,,,,2
"",Russia,,,,,2,,,6,,,8
"",Somalia,,1,,,,,,,,5,2 8
"",Sudan,,,,,,,,,1,,18 19
"",Syria,,,,,,,,6,,,31 37
"",Uganda,,2,,,,,,,,,2
"",Ukraine,21,59,27,36,3,14,3,7,15,,33 218
"",,,,,,,,,,,,,,Grand
Affiliate State Name,PUAkr Naainteionality,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Total
Washington,Uzbekistan,,,,,,,,,2,,,,2
West Virginia,Total,,,,,,,,1,,,,1,2
"",Uganda,,,,,,,,1,,,,1,2
Wisconsin,Total,,8,34,6,12,8,7,20,78,61,46,86,366
"",Burma,,4,12,6,1,1,3,4,6,19,4,20,80
"",Burundi,,,,,,,,,1,,,,1
"",Dem. Rep. Con.,,2,22,,11,7,,16,58,37,36,50,239
"",Iraq,,2,,,,,,,,1,,,3
"",Pakistan,,,,,,,,,,4,5,9,18
"",Palestine,,,,,,,4,,,,,,4
"",Somalia,,,,,,,,,,,1,2,3
"",Sudan,,,,,,,,,8,,,,8
"",Syria,,,,,,,,,5,,,5,10
